year;equipment;Seu;title_exhibition;visits;start_date;end_date;type_production;district_code;district_name;neighbourhood_code;neighbourhood_name;ownership;entity;general_type;equipment_type;scope;latitude;longitude;web
2021;Can Framis. Fundació Vila Casas;Can Framis. Fundació Vila Casas;"Yago Hortal, ""Allò era abans, això és ara"" ";11028;02.02.21;30.05.21;Pròpia;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Privada;Fundació Vila Casas;Museus i col·leccions;Centres patrimonials;Arts visuals;41402912812;2194947848;http://www.fundaciovilacasas.com
2021;Can Framis. Fundació Vila Casas;Can Framis. Fundació Vila Casas;"Sophie Kohler, ""8 hores amb tàpies"" ";1484;15.06.21;19.09.21;Pròpia;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Privada;Fundació Vila Casas;Museus i col·leccions;Centres patrimonials;Arts visuals;41402912812;2194947848;http://www.fundaciovilacasas.com
2021;Can Framis. Fundació Vila Casas;Can Framis. Fundació Vila Casas;"Joan Fontcuberta, ""Monstres""";6157;05.10.21;23.01.22;Pròpia;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Privada;Fundació Vila Casas;Museus i col·leccions;Centres patrimonials;Arts visuals;41402912812;2194947848;http://www.fundaciovilacasas.com
2021;Casa Vicens;Casa Vicens;Olor de Tardor;4735;23.09.20;18.04.21;Altres;6;Gràcia;31;la Vila de Gràcia;Privada;.;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;414036093;21512308;https://casavicens.org/
2021;Casa Vicens;Casa Vicens;Incert equilibri;42451;30.04.21;31.10.21;Coproducció;6;Gràcia;31;la Vila de Gràcia;Privada;.;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;414036093;21512308;https://casavicens.org/
2021;Casa Vicens;Casa Vicens;L'olfacte com a instrument d'inspiració;7668;05.11.21;08.12.21;Coproducció;6;Gràcia;31;la Vila de Gràcia;Privada;.;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;414036093;21512308;https://casavicens.org/
2021;Casa Vicens;Casa Vicens;Mil imatges olfactives;8183;05.11.21;12.12.21;Externa;6;Gràcia;31;la Vila de Gràcia;Privada;.;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;414036093;21512308;https://casavicens.org/
2021;Castell de Montjuïc;Castell de Montjuïc;Postals Sonores de Barcelona;17275;06.07.20;16.05.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;413675648;21685315;https://ajuntament.barcelona.cat/castelldemontjuic
2021;Castell de Montjuïc;Castell de Montjuïc;La línia de costa de Barcelona;31892;17.12.20;20.06.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;413675648;21685315;https://ajuntament.barcelona.cat/castelldemontjuic
2021;Castell de Montjuïc;Castell de Montjuïc;BCN 1965 -1975 Una mirada des de la intel·ligència artificial;81431;28.05.21;18.04.22;Externa;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;413675648;21685315;https://ajuntament.barcelona.cat/castelldemontjuic
2021;Castell de Montjuïc;Castell de Montjuïc;Sota la llum del mar;39086;01.07.21;12.09.21;Externa;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;413675648;21685315;https://ajuntament.barcelona.cat/castelldemontjuic
2021;Castell de Montjuïc;Castell de Montjuïc;Montjuïc. El Parc d'atraccions;53143;23.09.21;10.07.22;Externa;3;Sants-Montjuïc;11;el Poble Sec;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;413675648;21685315;https://ajuntament.barcelona.cat/castelldemontjuic
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;Ciència Fricció;43804;12.06.20;28.11.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;Expo Kentridge;14676;09.10.20;21.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;World Press Whoto;51636;11.11.20;12.12.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;Mart. El Mirarll vermell;57916;24.02.21;11.07.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;Urban Nature;13105;25.06.21;19.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;Centre de Cultura Contemporània de Barcelona. CCCB;Centre de Cultura Contemporània de Barcelona. CCCB;La màscara no menteix mai;4665;15.12.21;01.05.22;Pròpia;1;Ciutat Vella;1;el Raval;Consorci o fundació amb presència municipal;CCCB;Centres d'exposicions;Centres d'exposicions;Arts visuals;41383883057;2166795152;http://www.cccb.org
2021;CosmoCaixa;CosmoCaixa;Print3D. Reimprimir la realitat;167980;29.09.20;19.09.21;Pròpia;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Privada;"Fundació ""la Caixa""";Museus i col·leccions;Centres patrimonials;Ciència;41413267367;2130658424;https://cosmocaixa.org/es/
2021;CosmoCaixa;CosmoCaixa;Nikola Tesla. El geni de l'electricitat moderna;83785;28.10.21;31.12.21;Pròpia;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Privada;"Fundació ""la Caixa""";Museus i col·leccions;Centres patrimonials;Ciència;41413267367;2130658424;https://cosmocaixa.org/es/
2021;Disseny Hub Barcelona. DHUB;Disseny Hub Barcelona. DHUB;BANKSY. The Art of Protest;25853;12.11.21;13.03.22;Altres;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Multidisciplinaris i altres;4,14028E+16;2,18776E+15;https://ajuntament.barcelona.cat/dissenyhub
2021;El Born Centre de Cultura i Memòria;El Born Centre de Cultura i Memòria;Perich 1941-1995. Humor amb ulls de gat;488;05.03.20;10.01.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41385641483;2183568044;http://elbornculturaimemoria.barcelona.cat
2021;El Born Centre de Cultura i Memòria;El Born Centre de Cultura i Memòria;Per una educacio en llibertat;19686;08.04.21;27.03.22;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41385641483;2183568044;http://elbornculturaimemoria.barcelona.cat
2021;El Born Centre de Cultura i Memòria;El Born Centre de Cultura i Memòria;El Centenari de Fellini al Món;20150;01.10.21;09.01.22;Externa;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Història i memòria;41385641483;2183568044;http://elbornculturaimemoria.barcelona.cat
2021;Espais VolART i VolART2. Fundació Vila Casas;Espais VolART i VolART2. Fundació Vila Casas;Vicenç Viaplana;4148;21.01.21;09.05.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Privada;Fundació Vila Casas;Centres d'exposicions;Centres d'exposicions;Arts visuals;41390963134;2175293998;"http://www.fundaciovilacasas.com https://www.museoartecontemporaneo.es/	"
2021;Espais VolART i VolART2. Fundació Vila Casas;Espais VolART i VolART2. Fundació Vila Casas;A.Llena / Escola d'Olot;4035;21.05.21;30.09.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Privada;Fundació Vila Casas;Centres d'exposicions;Centres d'exposicions;Arts visuals;41390963134;2175293998;"http://www.fundaciovilacasas.com https://www.museoartecontemporaneo.es/	"
2021;Espais VolART i VolART2. Fundació Vila Casas;Espais VolART i VolART2. Fundació Vila Casas;Daniel Enkaoua / Cigarrilos París;4585;14.10.21;31.12.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Privada;Fundació Vila Casas;Centres d'exposicions;Centres d'exposicions;Arts visuals;41390963134;2175293998;"http://www.fundaciovilacasas.com https://www.museoartecontemporaneo.es/	"
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;Coses que les coses diuen;379;17.10.20;17.01.21;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;to llengua boca;291;17.10.20;17.01.21;Coproducció;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;La isla bonita SAC 2020;245;18.12.20;17.01.21;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;The Late Estate Broomberg&Chanarin;2144;20.02.21;23.05.21;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;Una exposició de debò. Martí Anson;2603;20.02.21;23.05.21;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;La transformació sensible;1916;19.06.21;09.01.22;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;Tot ordre es vol pur. Núria Güell;2359;19.06.21;09.01.22;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fabra i Coats - Centre d'Art Contemporani;Fabra i Coats - Centre d'Art Contemporani;Guanyar-se el pa SAC;281;20.10.21;07.11.21;Pròpia;9;Sant Andreu;60;Sant Andreu;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41433762956;2190815632;http://centredart.bcn.cat
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;Aziz Hazara;18752;03.10.20;06.06.21;Coproducció;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;Tàpies als 30;18752;03.10.20;06.06.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;John Adonfrah. Vertigo Sea;16628;05.02.21;06.06.21;Coproducció;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;Shuruq Harb.The Jump;16628;05.02.21;06.06.21;Coproducció;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;Saâdana Afif. Els arxius de la Font i més enllà;20468;18.06.21;22.02.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Antoni Tàpies;Fundació Antoni Tàpies;Tàpies. La realitat en primer pla;20468;18.06.21;22.02.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Consorci o fundació amb presència municipal;Fundació Antoni Tàpies;Museus i col·leccions;Centres patrimonials;Arts visuals;41391522171;2163757744;http://www.fundaciotapies.org
2021;Fundació Foto Colectania;Fundació Foto Colectania;Basat en històries reals;3615;01.01.21;28.02.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Privada;Fundació Foto Colectània;Museus i col·leccions;Centres patrimonials;Arts visuals;413876349;21827391;https://fotocolectania.org/
2021;Fundació Foto Colectania;Fundació Foto Colectania;Mary Ellen Mark. Vides de dones;16644;18.03.21;31.07.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Privada;Fundació Foto Colectània;Museus i col·leccions;Centres patrimonials;Arts visuals;413876349;21827391;https://fotocolectania.org/
2021;Fundació Foto Colectania;Fundació Foto Colectania;Txema Salvans. Perfect Day;7834;15.09.21;21.11.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Privada;Fundació Foto Colectània;Museus i col·leccions;Centres patrimonials;Arts visuals;413876349;21827391;https://fotocolectania.org/
2021;Fundació Foto Colectania;Fundació Foto Colectania;Face Control;739;04.12.21;31.12.21;Pròpia;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Privada;Fundació Foto Colectània;Museus i col·leccions;Centres patrimonials;Arts visuals;413876349;21827391;https://fotocolectania.org/
2021;Fundació Joan Miró;Fundació Joan Miró;"Julia Spínola. ""vis.""";662;25.09.20;14.03.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Joan Miró;Museus i col·leccions;Centres patrimonials;Arts visuals;4136863;2159851;https://www.fmirobcn.org
2021;Fundació Joan Miró;Fundació Joan Miró;Miró-ADLAN. Un arxiu de la modernitat (1932-1936);31313;12.03.21;05.09.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Joan Miró;Museus i col·leccions;Centres patrimonials;Arts visuals;4136863;2159851;https://www.fmirobcn.org
2021;Fundació Joan Miró;Fundació Joan Miró;"Lorea Alfaro i Jon Otamendi. ""2020""";1643;26.03.21;18.07.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Joan Miró;Museus i col·leccions;Centres patrimonials;Arts visuals;4136863;2159851;https://www.fmirobcn.org
2021;Fundació Joan Miró;Fundació Joan Miró;Tallers compartits. Tres casos d'estudi;25948;28.05.21;19.09.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Joan Miró;Museus i col·leccions;Centres patrimonials;Arts visuals;4136863;2159851;https://www.fmirobcn.org
2021;Fundació Joan Miró;Fundació Joan Miró;El sentit de l'escultura;30628;15.10.21;06.03.22;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Joan Miró;Museus i col·leccions;Centres patrimonials;Arts visuals;4136863;2159851;https://www.fmirobcn.org
2021;Fundació Suñol;Fundació Suñol;Acte 2: Tot el que és sòlid s'esvaneix;904;01.01.21;30.07.21;Pròpia;4;Les Corts;20;la Maternitat i Sant Ramon;Privada;Fundació Josep I. Suñol Soler;Museus i col·leccions;Centres patrimonials;Arts visuals;413826167;21262746;http://www.fundaciosunol.org
2021;Fundació Suñol;Fundació Suñol;Antònia del Río. Una poètica de l'ús: fer servir la biblioteca;1525;01.01.21;31.12.21;Pròpia;4;Les Corts;20;la Maternitat i Sant Ramon;Privada;Fundació Josep I. Suñol Soler;Museus i col·leccions;Centres patrimonials;Arts visuals;413826167;21262746;http://www.fundaciosunol.org
2021;Fundació Suñol;Fundació Suñol;Martín Vitaliti: La idea d'una imatge;627;04.03.21;30.07.21;Pròpia;4;Les Corts;20;la Maternitat i Sant Ramon;Privada;Fundació Josep I. Suñol Soler;Museus i col·leccions;Centres patrimonials;Arts visuals;413826167;21262746;http://www.fundaciosunol.org
2021;Fundació Suñol;Fundació Suñol;Acte 3: Vint rostres i tres multituds;385;01.11.21;31.12.21;Pròpia;4;Les Corts;20;la Maternitat i Sant Ramon;Privada;Fundació Josep I. Suñol Soler;Museus i col·leccions;Centres patrimonials;Arts visuals;413826167;21262746;http://www.fundaciosunol.org
2021;Museu del Disseny de Barcelona;Glòries. Museu del Disseny;Emèrgencia! dissenys contra la covid 19;1414;13.11.20;10.01.21;Pròpia;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;4,14025E+14;2,18807E+16;http://www.museudeldisseny.cat
2021;Museu del Disseny de Barcelona;Glòries. Museu del Disseny;MIRALLES. Perpetuum Mobile;21639;26.05.21;29.08.21;Coproducció;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;4,14025E+14;2,18807E+16;http://www.museudeldisseny.cat
2021;Museu del Disseny de Barcelona;Glòries. Museu del Disseny;El millor disseny de l'any;25090;01.06.21;29.08.21;Altres;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;4,14025E+14;2,18807E+16;http://www.museudeldisseny.cat
2021;Museu del Disseny de Barcelona;Glòries. Museu del Disseny;BALENCIAGA. L'elegància del barret;27918;16.06.21;03.10.21;Coproducció;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;4,14025E+14;2,18807E+16;http://www.museudeldisseny.cat
2021;Museu del Disseny de Barcelona;Glòries. Museu del Disseny;MIAS. The making of making;12508;12.11.21;09.01.22;Altres;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Municipal;Institut de Cultura. Ajuntament de Barcelona;Museus i col·leccions;Centres patrimonials;Arts visuals;4,14025E+14;2,18807E+16;http://www.museudeldisseny.cat
2021;Hash Marihuana Cáñamo & Hemp Museum;Hash Marihuana Cáñamo & Hemp Museum;Puff Puff Pass! - Cannabis Comix;;13.03.20;28.02.22;Pròpia;1;Ciutat Vella;2;el Barri Gòtic;Privada;Hemp Museums BV Sucursal Espanya;Museus i col·leccions;Centres patrimonials;Història i memòria;41380783393;2180139311;http://hashmuseum.com
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;CLAUDIA ANDUJAR;11528;25.02.21;23.05.21;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;LA MIRADA CAUTIVA. Col·lecció de daguerrotipes del CRDI (Girona);10455;25.02.21;23.05.21;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;NICHOLAS NIXON. The Brown Sisters;10970;11.06.21;05.09.21;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;WINOGRAND;11611;11.06.21;05.09.21;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;KBr FLAMA'21;7707;30.09.21;16.01.22;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;KBr Fundación MAPFRE;KBr Fundación MAPFRE;PAOLO GASPARINI. Camp d'imatges;8019;30.09.21;16.01.22;Pròpia;10;Sant Martí;67;la Vila Olímpica del Poblenou;Privada;Fundación Mapfre;Centres d'exposicions;Centres d'exposicions;Arts visuals;41388415;21960494;http://kbr.fundacionmapfre.org/
2021;La Capella;La Capella;Esdevenir immortal i després morir / Comissària: Caterina Almirall;2512;13.10.20;31.01.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41381057326;2169793857;http://www.lacapella.barcelona
2021;La Capella;La Capella;Makebelieve Neuromance / Lucía C. Pino;8770;23.02.21;30.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41381057326;2169793857;http://www.lacapella.barcelona
2021;La Capella;La Capella;Agrilogística / Gerard Ortín Castellví;6140;15.06.21;05.09.21;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41381057326;2169793857;http://www.lacapella.barcelona
2021;La Capella;La Capella;Otherly Seers / Oscar Holloway;9877;05.10.21;16.01.22;Pròpia;1;Ciutat Vella;1;el Raval;Municipal;Institut de Cultura. Ajuntament de Barcelona;Centres d'exposicions;Centres d'exposicions;Arts visuals;41381057326;2169793857;http://www.lacapella.barcelona
2021;La Model;La Model;Encara hi ha algú al bosc;;04.12.20;29.01.21;Externa;2;Eixample;9;la Nova Esquerra de l'Eixample;Municipal;Ajuntament de Barcelona;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;;;
