year;trimester;district_name;neighbourhood_name;average _rent;price
2016;2;Sant Marti;Sant Marti de Provencals;average rent (euro/month);679.25
2016;2;Sant Marti;la Verneda i la Pau;average rent (euro/month);613.21
2016;3;Ciutat Vella;el Raval;average rent (euro/month);666.17
2016;3;Ciutat Vella;Gothic Quarter;average rent (euro/month);851.63
2016;3;Ciutat Vella;la Barceloneta;average rent (euro/month);686.63
2016;3;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent (euro/month);839.58
2016;3;Eixample;Fort Pienc;average rent (euro/month);868.35
2016;3;Eixample;Sagrada Familia;average rent (euro/month);799.38
2016;3;Eixample;la Dreta de l'Eixample;average rent (euro/month);1143.98
2016;3;Eixample;l'Antiga Esquerra de l'Eixample;average rent (euro/month);986.21
2016;3;Eixample;la Nova Esquerra de l'Eixample;average rent (euro/month);890.54
2016;3;Eixample;Sant Antoni;average rent (euro/month);883.32
2016;3;Sants-Montjuic;el Poble Sec;average rent (euro/month);696.74
2016;3;Sants-Montjuic;la Marina de Port;average rent (euro/month);577.47
2016;3;Sants-Montjuic;la Font de la Guatlla;average rent (euro/month);764.38
2016;3;Sants-Montjuic;Hostafrancs;average rent (euro/month);702.72
2016;3;Sants-Montjuic;la Bordeta;average rent (euro/month);674.88
2016;3;Sants-Montjuic;Sants - Badal;average rent (euro/month);710.45
2016;3;Sants-Montjuic;Sants;average rent (euro/month);740.5
2016;3;Les Corts;les Corts;average rent (euro/month);949.97
2016;3;Les Corts;la Maternitat i Sant Ramon;average rent (euro/month);892.28
2016;3;Les Corts;Pedralbes;average rent (euro/month);1689.6
2016;3;Sarria-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;average rent (euro/month);1302.14
2016;3;Sarria-Sant Gervasi;Sarria;average rent (euro/month);1172.86
2016;3;Sarria-Sant Gervasi;les Tres Torres;average rent (euro/month);1619.04
2016;3;Sarria-Sant Gervasi;Sant Gervasi - la Bonanova;average rent (euro/month);1083.53
2016;3;Sarria-Sant Gervasi;Sant Gervasi - Galvany;average rent (euro/month);1278.66
2016;3;Sarria-Sant Gervasi;el Putxet i el Farro;average rent (euro/month);876.77
2016;3;Gracia;Vallcarca i els Penitents;average rent (euro/month);830.24
2016;3;Gracia;el Coll;average rent (euro/month);635.15
2016;3;Gracia;la Salut;average rent (euro/month);855.89
2016;3;Gracia;la Vila de Gracia;average rent (euro/month);827.81
2016;3;Gracia;el Camp d'en Grassot i Gracia Nova;average rent (euro/month);805.87
2016;3;Horta-Guinardo;el Baix Guinardo;average rent (euro/month);718.5
2016;3;Horta-Guinardo;Can Baro;average rent (euro/month);645.66
2016;3;Horta-Guinardo;el Guinardo;average rent (euro/month);679.39
2016;3;Horta-Guinardo;la Font d'en Fargues;average rent (euro/month);675.69
2016;3;Horta-Guinardo;el Carmel;average rent (euro/month);557.55
2016;3;Horta-Guinardo;la Teixonera;average rent (euro/month);570.1
2016;3;Horta-Guinardo;Sant Genis dels Agudells;average rent (euro/month);603.75
2016;3;Horta-Guinardo;Montbau;average rent (euro/month);646.43
2016;3;Horta-Guinardo;la Vall d'Hebron;average rent (euro/month);796.92
2016;3;Horta-Guinardo;Horta;average rent (euro/month);634.35
2016;3;Nou Barris;Vilapicina i la Torre Llobeta;average rent (euro/month);640.48
2016;3;Nou Barris;Porta;average rent (euro/month);617.22
2016;3;Nou Barris;el Turo de la Peira;average rent (euro/month);538.1
2016;3;Nou Barris;la Guineueta;average rent (euro/month);632.29
2016;3;Nou Barris;Canyelles;average rent (euro/month);648.75
2016;3;Nou Barris;les Roquetes;average rent (euro/month);512.34
2016;3;Nou Barris;Verdun;average rent (euro/month);495.52
2016;3;Nou Barris;la Prosperitat;average rent (euro/month);584.53
2016;3;Nou Barris;la Trinitat Nova;average rent (euro/month);419.48
2016;3;Nou Barris;Ciutat Meridiana;average rent (euro/month);373.14
2016;3;Sant Andreu;la Trinitat Vella;average rent (euro/month);459.84
2016;3;Sant Andreu;Baro de Viver;average rent (euro/month);256.45
2016;3;Sant Andreu;el Bon Pastor;average rent (euro/month);558.42
2016;3;Sant Andreu;Sant Andreu;average rent (euro/month);658.49
2016;3;Sant Andreu;la Sagrera;average rent (euro/month);670.19
2016;3;Sant Andreu;el Congres i els Indians;average rent (euro/month);691.95
2016;3;Sant Andreu;Navas;average rent (euro/month);712.32
2016;3;Sant Marti;el Camp de l'Arpa del Clot;average rent (euro/month);715.52
2016;3;Sant Marti;el Clot;average rent (euro/month);708.8
2016;3;Sant Marti;el Parc i la Llacuna del Poblenou;average rent (euro/month);839.08
2016;3;Sant Marti;la Vila Olimpica del Poblenou;average rent (euro/month);1142.76
2016;3;Sant Marti;el Poblenou;average rent (euro/month);828.61
2016;3;Sant Marti;Diagonal Mar i el Front Maritim del Poblenou;average rent (euro/month);1268.48
2016;3;Sant Marti;el Besos i el Maresme;average rent (euro/month);556.45
2016;3;Sant Marti;Provencals del Poblenou;average rent (euro/month);856.58
2016;3;Sant Marti;Sant Marti de Provencals;average rent (euro/month);716.17
2016;3;Sant Marti;la Verneda i la Pau;average rent (euro/month);617.01
2016;4;Ciutat Vella;el Raval;average rent (euro/month);716.7
2016;4;Ciutat Vella;Gothic Quarter;average rent (euro/month);913.96
2016;4;Ciutat Vella;la Barceloneta;average rent (euro/month);686.31
2016;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent (euro/month);854.18
2016;4;Eixample;Fort Pienc;average rent (euro/month);816.51
2016;4;Eixample;Sagrada Familia;average rent (euro/month);806.4
2016;4;Eixample;la Dreta de l'Eixample;average rent (euro/month);1174.38
2016;4;Eixample;l'Antiga Esquerra de l'Eixample;average rent (euro/month);1012.22
2016;4;Eixample;la Nova Esquerra de l'Eixample;average rent (euro/month);926.21
2016;4;Eixample;Sant Antoni;average rent (euro/month);882.47
2016;4;Sants-Montjuic;el Poble Sec;average rent (euro/month);706.11
2016;4;Sants-Montjuic;la Marina de Port;average rent (euro/month);613.16
2016;4;Sants-Montjuic;la Font de la Guatlla;average rent (euro/month);786.35
2016;4;Sants-Montjuic;Hostafrancs;average rent (euro/month);703.28
2016;4;Sants-Montjuic;la Bordeta;average rent (euro/month);730.45
2016;4;Sants-Montjuic;Sants - Badal;average rent (euro/month);711.1
2016;4;Sants-Montjuic;Sants;average rent (euro/month);740.28
2016;4;Les Corts;les Corts;average rent (euro/month);983.48
2016;4;Les Corts;la Maternitat i Sant Ramon;average rent (euro/month);866.43
2016;4;Les Corts;Pedralbes;average rent (euro/month);1692.2
2016;4;Sarria-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;average rent (euro/month);1354.62
2016;4;Sarria-Sant Gervasi;Sarria;average rent (euro/month);1185.85
2016;4;Sarria-Sant Gervasi;les Tres Torres;average rent (euro/month);1490.72
2016;4;Sarria-Sant Gervasi;Sant Gervasi - la Bonanova;average rent (euro/month);1197.72
2016;4;Sarria-Sant Gervasi;Sant Gervasi - Galvany;average rent (euro/month);1298.95
2016;4;Sarria-Sant Gervasi;el Putxet i el Farro;average rent (euro/month);904.17
2016;4;Gracia;Vallcarca i els Penitents;average rent (euro/month);818.69
2016;4;Gracia;el Coll;average rent (euro/month);653.69
2016;4;Gracia;la Salut;average rent (euro/month);784.91
2016;4;Gracia;la Vila de Gracia;average rent (euro/month);829.23
2016;4;Gracia;el Camp d'en Grassot i Gracia Nova;average rent (euro/month);823.72
2016;4;Horta-Guinardo;el Baix Guinardo;average rent (euro/month);747.31
2016;4;Horta-Guinardo;Can Baro;average rent (euro/month);658.74
2016;4;Horta-Guinardo;el Guinardo;average rent (euro/month);705.71
2016;4;Horta-Guinardo;la Font d'en Fargues;average rent (euro/month);761.28
2016;4;Horta-Guinardo;el Carmel;average rent (euro/month);597.13
2016;4;Horta-Guinardo;la Teixonera;average rent (euro/month);672.65
2016;4;Horta-Guinardo;Sant Genis dels Agudells;average rent (euro/month);623.6
2016;4;Horta-Guinardo;Montbau;average rent (euro/month);668.46
2016;4;Horta-Guinardo;la Vall d'Hebron;average rent (euro/month);778.67
2016;4;Horta-Guinardo;Horta;average rent (euro/month);668.66
2016;4;Nou Barris;Vilapicina i la Torre Llobeta;average rent (euro/month);684.2
2016;4;Nou Barris;Porta;average rent (euro/month);672.64
2016;4;Nou Barris;el Turo de la Peira;average rent (euro/month);582.12
2016;4;Nou Barris;Can Peguera;average rent (euro/month);301.82
2016;4;Nou Barris;la Guineueta;average rent (euro/month);666.83
2016;4;Nou Barris;Canyelles;average rent (euro/month);617.52
2016;4;Nou Barris;les Roquetes;average rent (euro/month);523.02
2016;4;Nou Barris;Verdun;average rent (euro/month);565.89
2016;4;Nou Barris;la Prosperitat;average rent (euro/month);589.24
2016;4;Nou Barris;la Trinitat Nova;average rent (euro/month);438.65
2016;4;Nou Barris;Torre Baro;average rent (euro/month);416.39
2016;4;Nou Barris;Ciutat Meridiana;average rent (euro/month);446.13
2016;4;Sant Andreu;la Trinitat Vella;average rent (euro/month);552.81
2016;4;Sant Andreu;el Bon Pastor;average rent (euro/month);555.12
2016;4;Sant Andreu;Sant Andreu;average rent (euro/month);690.64
2016;4;Sant Andreu;la Sagrera;average rent (euro/month);709.11
2016;4;Sant Andreu;el Congres i els Indians;average rent (euro/month);662.25
2016;4;Sant Andreu;Navas;average rent (euro/month);768.66
2016;4;Sant Marti;el Camp de l'Arpa del Clot;average rent (euro/month);720.39
2016;4;Sant Marti;el Clot;average rent (euro/month);728.87
2016;4;Sant Marti;el Parc i la Llacuna del Poblenou;average rent (euro/month);886.66
2016;4;Sant Marti;la Vila Olimpica del Poblenou;average rent (euro/month);1285.61
2016;4;Sant Marti;el Poblenou;average rent (euro/month);840.76
2016;4;Sant Marti;Diagonal Mar i el Front Maritim del Poblenou;average rent (euro/month);1181.15
2016;4;Sant Marti;el Besos i el Maresme;average rent (euro/month);571.6
2016;4;Sant Marti;Provencals del Poblenou;average rent (euro/month);987.18
2016;4;Sant Marti;Sant Marti de Provencals;average rent (euro/month);720.74
2016;4;Sant Marti;la Verneda i la Pau;average rent (euro/month);591.86
2016;1;Ciutat Vella;el Raval;average rent per surface (euro/m2);Nov 65
2016;1;Ciutat Vella;Gothic Quarter;average rent per surface (euro/m2);13.47
2016;1;Ciutat Vella;la Barceloneta;average rent per surface (euro/m2);17. Mär
2016;1;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent per surface (euro/m2);Dez 94
2016;1;Eixample;Fort Pienc;average rent per surface (euro/m2);Nov 19
2016;1;Eixample;Sagrada Familia;average rent per surface (euro/m2);12. Jul
2016;1;Eixample;la Dreta de l'Eixample;average rent per surface (euro/m2);Dez 33
2016;1;Eixample;l'Antiga Esquerra de l'Eixample;average rent per surface (euro/m2);Nov 91
2016;1;Eixample;la Nova Esquerra de l'Eixample;average rent per surface (euro/m2);Nov 51
2016;1;Eixample;Sant Antoni;average rent per surface (euro/m2);Nov 64
2016;1;Sants-Montjuic;el Poble Sec;average rent per surface (euro/m2);Nov 62
2016;1;Sants-Montjuic;la Marina del Prat Vermell;average rent per surface (euro/m2);Jun 96
2016;1;Sants-Montjuic;la Marina de Port;average rent per surface (euro/m2);Jul 24
2016;1;Sants-Montjuic;la Font de la Guatlla;average rent per surface (euro/m2);Nov 23
2016;1;Sants-Montjuic;Hostafrancs;average rent per surface (euro/m2);Nov 76
2016;1;Sants-Montjuic;la Bordeta;average rent per surface (euro/m2);Okt 56
2016;1;Sants-Montjuic;Sants - Badal;average rent per surface (euro/m2);11. Jul
2016;1;Sants-Montjuic;Sants;average rent per surface (euro/m2);11. Mai
2016;1;Les Corts;les Corts;average rent per surface (euro/m2);Dez 63
2016;1;Les Corts;la Maternitat i Sant Ramon;average rent per surface (euro/m2);Dez 31
2016;1;Les Corts;Pedralbes;average rent per surface (euro/m2);15. Jun
2016;1;Sarria-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;average rent per surface (euro/m2);Nov 24
2016;1;Sarria-Sant Gervasi;Sarria;average rent per surface (euro/m2);15.59
2016;1;Sarria-Sant Gervasi;les Tres Torres;average rent per surface (euro/m2);15.22
2016;1;Sarria-Sant Gervasi;Sant Gervasi - la Bonanova;average rent per surface (euro/m2);14. Apr
2016;1;Sarria-Sant Gervasi;Sant Gervasi - Galvany;average rent per surface (euro/m2);13.33
2016;1;Sarria-Sant Gervasi;el Putxet i el Farro;average rent per surface (euro/m2);13. Jan
2016;1;Gracia;Vallcarca i els Penitents;average rent per surface (euro/m2);Dez 18
2016;1;Gracia;el Coll;average rent per surface (euro/m2);Okt 68
2016;1;Gracia;la Salut;average rent per surface (euro/m2);Okt 87
2016;1;Gracia;la Vila de Gracia;average rent per surface (euro/m2);Dez 71
2016;1;Gracia;el Camp d'en Grassot i Gracia Nova;average rent per surface (euro/m2);Nov 85
2016;1;Horta-Guinardo;el Baix Guinardo;average rent per surface (euro/m2);Nov 26
2016;1;Horta-Guinardo;Can Baro;average rent per surface (euro/m2);Nov 51
2016;1;Horta-Guinardo;el Guinardo;average rent per surface (euro/m2);Okt 84
2016;1;Horta-Guinardo;la Font d'en Fargues;average rent per surface (euro/m2);15. Feb
2016;1;Horta-Guinardo;el Carmel;average rent per surface (euro/m2);Sep 24
2016;1;Horta-Guinardo;la Teixonera;average rent per surface (euro/m2);09. Feb
2016;1;Horta-Guinardo;Sant Genis dels Agudells;average rent per surface (euro/m2);Aug 42
2016;1;Horta-Guinardo;Montbau;average rent per surface (euro/m2);Sep 21
2016;1;Horta-Guinardo;la Vall d'Hebron;average rent per surface (euro/m2);11. Mär
2016;1;Horta-Guinardo;Horta;average rent per surface (euro/m2);Sep 84
2016;1;Nou Barris;Vilapicina i la Torre Llobeta;average rent per surface (euro/m2);Okt 28
2016;1;Nou Barris;Porta;average rent per surface (euro/m2);Sep 16
2016;1;Nou Barris;el Turo de la Peira;average rent per surface (euro/m2);Aug 91
2016;1;Nou Barris;la Guineueta;average rent per surface (euro/m2);Aug 55
2016;1;Nou Barris;Canyelles;average rent per surface (euro/m2);08. Mär
2016;1;Nou Barris;les Roquetes;average rent per surface (euro/m2);Aug 39
2016;1;Nou Barris;Verdun;average rent per surface (euro/m2);10
2016;1;Nou Barris;la Prosperitat;average rent per surface (euro/m2);09. Dez
2016;1;Nou Barris;la Trinitat Nova;average rent per surface (euro/m2);Aug 67
2016;1;Nou Barris;Torre Baro;average rent per surface (euro/m2);Jun 55
2016;1;Nou Barris;Ciutat Meridiana;average rent per surface (euro/m2);Jun 23
2016;1;Nou Barris;Vallbona;average rent per surface (euro/m2);Jul 14
2016;1;Sant Andreu;la Trinitat Vella;average rent per surface (euro/m2);Jul 42
2016;1;Sant Andreu;Baro de Viver;average rent per surface (euro/m2);Mär 18
2016;1;Sant Andreu;el Bon Pastor;average rent per surface (euro/m2);Aug 18
2016;1;Sant Andreu;Sant Andreu;average rent per surface (euro/m2);10. Mär
2016;1;Sant Andreu;la Sagrera;average rent per surface (euro/m2);Okt 78
2016;1;Sant Andreu;el Congres i els Indians;average rent per surface (euro/m2);Sep 65
2016;1;Sant Andreu;Navas;average rent per surface (euro/m2);Okt 28
2016;1;Sant Marti;el Camp de l'Arpa del Clot;average rent per surface (euro/m2);11. Dez
2016;1;Sant Marti;el Clot;average rent per surface (euro/m2);Okt 19
2016;1;Sant Marti;el Parc i la Llacuna del Poblenou;average rent per surface (euro/m2);Dez 14
2016;1;Sant Marti;la Vila Olimpica del Poblenou;average rent per surface (euro/m2);15.78
2016;1;Sant Marti;el Poblenou;average rent per surface (euro/m2);Nov 93
2016;1;Sant Marti;Diagonal Mar i el Front Maritim del Poblenou;average rent per surface (euro/m2);11. Aug
2016;1;Sant Marti;el Besos i el Maresme;average rent per surface (euro/m2);Aug 46
2016;1;Sant Marti;Provencals del Poblenou;average rent per surface (euro/m2);Okt 56
2016;1;Sant Marti;Sant Marti de Provencals;average rent per surface (euro/m2);Sep 37
2016;1;Sant Marti;la Verneda i la Pau;average rent per surface (euro/m2);Sep 19
2016;2;Ciutat Vella;el Raval;average rent per surface (euro/m2);Nov 78
2016;2;Ciutat Vella;Gothic Quarter;average rent per surface (euro/m2);12. Apr
2016;2;Ciutat Vella;la Barceloneta;average rent per surface (euro/m2);17.73
2016;2;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent per surface (euro/m2);14. Sep
2016;2;Eixample;Fort Pienc;average rent per surface (euro/m2);Nov 82
2016;2;Eixample;Sagrada Familia;average rent per surface (euro/m2);11. Aug
2016;2;Eixample;la Dreta de l'Eixample;average rent per surface (euro/m2);Dez 63
2016;2;Eixample;l'Antiga Esquerra de l'Eixample;average rent per surface (euro/m2);Dez 74
2016;2;Eixample;la Nova Esquerra de l'Eixample;average rent per surface (euro/m2);Dez 53
2016;2;Eixample;Sant Antoni;average rent per surface (euro/m2);Nov 61
2016;2;Sants-Montjuic;el Poble Sec;average rent per surface (euro/m2);Nov 88
2016;2;Sants-Montjuic;la Marina de Port;average rent per surface (euro/m2);Aug 73
2016;2;Sants-Montjuic;la Font de la Guatlla;average rent per surface (euro/m2);12. Mär
2016;2;Sants-Montjuic;Hostafrancs;average rent per surface (euro/m2);Dez 13
2016;2;Sants-Montjuic;la Bordeta;average rent per surface (euro/m2);Okt 71
2016;2;Sants-Montjuic;Sants - Badal;average rent per surface (euro/m2);Nov 57
2016;2;Sants-Montjuic;Sants;average rent per surface (euro/m2);Nov 94
2016;2;Les Corts;les Corts;average rent per surface (euro/m2);Dez 52
2016;2;Les Corts;la Maternitat i Sant Ramon;average rent per surface (euro/m2);Dez 85
2016;2;Les Corts;Pedralbes;average rent per surface (euro/m2);14.23
2016;2;Sarria-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;average rent per surface (euro/m2);17.52
2016;2;Sarria-Sant Gervasi;Sarria;average rent per surface (euro/m2);17.29
2016;2;Sarria-Sant Gervasi;les Tres Torres;average rent per surface (euro/m2);16. Apr
2016;2;Sarria-Sant Gervasi;Sant Gervasi - la Bonanova;average rent per surface (euro/m2);14.33
2016;2;Sarria-Sant Gervasi;Sant Gervasi - Galvany;average rent per surface (euro/m2);13. Aug
2016;2;Sarria-Sant Gervasi;el Putxet i el Farro;average rent per surface (euro/m2);14.58
2016;2;Gracia;Vallcarca i els Penitents;average rent per surface (euro/m2);Dez 14
2016;2;Gracia;el Coll;average rent per surface (euro/m2);Nov 38
2016;2;Gracia;la Salut;average rent per surface (euro/m2);12. Sep
2016;2;Gracia;la Vila de Gracia;average rent per surface (euro/m2);13.22
2016;2;Gracia;el Camp d'en Grassot i Gracia Nova;average rent per surface (euro/m2);Dez 29
2016;2;Horta-Guinardo;el Baix Guinardo;average rent per surface (euro/m2);Okt 89
2016;2;Horta-Guinardo;Can Baro;average rent per surface (euro/m2);11. Jan
2016;2;Horta-Guinardo;el Guinardo;average rent per surface (euro/m2);Okt 53
2016;2;Horta-Guinardo;la Font d'en Fargues;average rent per surface (euro/m2);Nov 52
2016;2;Horta-Guinardo;el Carmel;average rent per surface (euro/m2);Sep 61
2016;2;Horta-Guinardo;la Teixonera;average rent per surface (euro/m2);Sep 93
2016;2;Horta-Guinardo;Sant Genis dels Agudells;average rent per surface (euro/m2);Aug 65
2016;2;Horta-Guinardo;Montbau;average rent per surface (euro/m2);Sep 72
2016;2;Horta-Guinardo;la Vall d'Hebron;average rent per surface (euro/m2);Okt 52
2016;2;Horta-Guinardo;Horta;average rent per surface (euro/m2);Nov 15
2016;2;Nou Barris;Vilapicina i la Torre Llobeta;average rent per surface (euro/m2);Okt 17
2016;2;Nou Barris;Porta;average rent per surface (euro/m2);Sep 86
2016;2;Nou Barris;el Turo de la Peira;average rent per surface (euro/m2);Sep 51
2016;2;Nou Barris;la Guineueta;average rent per surface (euro/m2);08. Jun
2016;2;Nou Barris;Canyelles;average rent per surface (euro/m2);08. Jan
2016;2;Nou Barris;les Roquetes;average rent per surface (euro/m2);Sep 21
2016;2;Nou Barris;Verdun;average rent per surface (euro/m2);Sep 56
2016;2;Nou Barris;la Prosperitat;average rent per surface (euro/m2);10. Apr
2016;2;Nou Barris;la Trinitat Nova;average rent per surface (euro/m2);Sep 38
2016;2;Nou Barris;Torre Baro;average rent per surface (euro/m2);Jun 82
2016;2;Nou Barris;Ciutat Meridiana;average rent per surface (euro/m2);Jul 24
2016;2;Sant Andreu;la Trinitat Vella;average rent per surface (euro/m2);08. Mai
2016;2;Sant Andreu;el Bon Pastor;average rent per surface (euro/m2);Aug 74
2016;2;Sant Andreu;Sant Andreu;average rent per surface (euro/m2);Nov 37
2016;2;Sant Andreu;la Sagrera;average rent per surface (euro/m2);10. Apr
2016;2;Sant Andreu;el Congres i els Indians;average rent per surface (euro/m2);Okt 27
2016;2;Sant Andreu;Navas;average rent per surface (euro/m2);Okt 38
2016;2;Sant Marti;el Camp de l'Arpa del Clot;average rent per surface (euro/m2);Nov 34
2016;2;Sant Marti;el Clot;average rent per surface (euro/m2);Nov 35
2016;2;Sant Marti;el Parc i la Llacuna del Poblenou;average rent per surface (euro/m2);Dez 52
2016;2;Sant Marti;la Vila Olimpica del Poblenou;average rent per surface (euro/m2);17.17
2016;2;Sant Marti;el Poblenou;average rent per surface (euro/m2);12. Jul
2016;2;Sant Marti;Diagonal Mar i el Front Maritim del Poblenou;average rent per surface (euro/m2);14.28
2016;2;Sant Marti;el Besos i el Maresme;average rent per surface (euro/m2);09. Feb
2016;2;Sant Marti;Provencals del Poblenou;average rent per surface (euro/m2);Nov 21
2016;2;Sant Marti;Sant Marti de Provencals;average rent per surface (euro/m2);10. Apr
2016;2;Sant Marti;la Verneda i la Pau;average rent per surface (euro/m2);Sep 27
2016;3;Ciutat Vella;el Raval;average rent per surface (euro/m2);Dez 48
2016;3;Ciutat Vella;Gothic Quarter;average rent per surface (euro/m2);Dez 39
2016;3;Ciutat Vella;la Barceloneta;average rent per surface (euro/m2);19.22
2016;3;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent per surface (euro/m2);14.41
2016;3;Eixample;Fort Pienc;average rent per surface (euro/m2);Nov 91
2016;3;Eixample;Sagrada Familia;average rent per surface (euro/m2);Dez 18
2016;3;Eixample;la Dreta de l'Eixample;average rent per surface (euro/m2);13.33
2016;3;Eixample;l'Antiga Esquerra de l'Eixample;average rent per surface (euro/m2);13.15
2016;3;Eixample;la Nova Esquerra de l'Eixample;average rent per surface (euro/m2);Dez 49
2016;3;Eixample;Sant Antoni;average rent per surface (euro/m2);Dez 67
2016;3;Sants-Montjuic;el Poble Sec;average rent per surface (euro/m2);Dez 67
2016;3;Sants-Montjuic;la Marina de Port;average rent per surface (euro/m2);Okt 23
2016;3;Sants-Montjuic;la Font de la Guatlla;average rent per surface (euro/m2);Nov 52
2016;3;Sants-Montjuic;Hostafrancs;average rent per surface (euro/m2);12
2016;3;Sants-Montjuic;la Bordeta;average rent per surface (euro/m2);10. Sep
2016;3;Sants-Montjuic;Sants - Badal;average rent per surface (euro/m2);Nov 99
2016;3;Sants-Montjuic;Sants;average rent per surface (euro/m2);12. Jan
2016;3;Les Corts;les Corts;average rent per surface (euro/m2);13. Apr
2016;3;Les Corts;la Maternitat i Sant Ramon;average rent per surface (euro/m2);Dez 91
2016;3;Les Corts;Pedralbes;average rent per surface (euro/m2);14.44
2016;3;Sarria-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;average rent per surface (euro/m2);17. Jan
2016;3;Sarria-Sant Gervasi;Sarria;average rent per surface (euro/m2);16. Jun
2016;3;Sarria-Sant Gervasi;les Tres Torres;average rent per surface (euro/m2);15.51
2016;3;Sarria-Sant Gervasi;Sant Gervasi - la Bonanova;average rent per surface (euro/m2);14.32
2016;3;Sarria-Sant Gervasi;Sant Gervasi - Galvany;average rent per surface (euro/m2);13.81
2016;3;Sarria-Sant Gervasi;el Putxet i el Farro;average rent per surface (euro/m2);13.67
2016;3;Gracia;Vallcarca i els Penitents;average rent per surface (euro/m2);Dez 58
2016;3;Gracia;el Coll;average rent per surface (euro/m2);Okt 82
2016;3;Gracia;la Salut;average rent per surface (euro/m2);Nov 43
2016;3;Gracia;la Vila de Gracia;average rent per surface (euro/m2);13.63
2016;3;Gracia;el Camp d'en Grassot i Gracia Nova;average rent per surface (euro/m2);Dez 85
2016;3;Horta-Guinardo;el Baix Guinardo;average rent per surface (euro/m2);Nov 79
2016;3;Horta-Guinardo;Can Baro;average rent per surface (euro/m2);Okt 86
2016;3;Horta-Guinardo;el Guinardo;average rent per surface (euro/m2);Nov 46
2016;3;Horta-Guinardo;la Font d'en Fargues;average rent per surface (euro/m2);Okt 26
2016;3;Horta-Guinardo;el Carmel;average rent per surface (euro/m2);Sep 77
2016;3;Horta-Guinardo;la Teixonera;average rent per surface (euro/m2);Sep 95
2016;3;Horta-Guinardo;Sant Genis dels Agudells;average rent per surface (euro/m2);Aug 71
2016;3;Horta-Guinardo;Montbau;average rent per surface (euro/m2);11. Mär
2016;3;Horta-Guinardo;la Vall d'Hebron;average rent per surface (euro/m2);Nov 67
2016;3;Horta-Guinardo;Horta;average rent per surface (euro/m2);Okt 68
2016;3;Nou Barris;Vilapicina i la Torre Llobeta;average rent per surface (euro/m2);Okt 27
2016;3;Nou Barris;Porta;average rent per surface (euro/m2);Okt 58
2016;3;Nou Barris;el Turo de la Peira;average rent per surface (euro/m2);Sep 75
2016;3;Nou Barris;la Guineueta;average rent per surface (euro/m2);Aug 84
2016;3;Nou Barris;Canyelles;average rent per surface (euro/m2);Aug 45
2016;3;Nou Barris;les Roquetes;average rent per surface (euro/m2);Sep 95
2016;3;Nou Barris;Verdun;average rent per surface (euro/m2);09. Sep
2016;3;Nou Barris;la Prosperitat;average rent per surface (euro/m2);Okt 74
2016;3;Nou Barris;la Trinitat Nova;average rent per surface (euro/m2);07. Aug
2016;3;Nou Barris;Ciutat Meridiana;average rent per surface (euro/m2);Jun 44
2016;3;Sant Andreu;la Trinitat Vella;average rent per surface (euro/m2);Aug 44
2016;3;Sant Andreu;Baro de Viver;average rent per surface (euro/m2);Mär 85
2016;3;Sant Andreu;el Bon Pastor;average rent per surface (euro/m2);09. Dez
2016;3;Sant Andreu;Sant Andreu;average rent per surface (euro/m2);Okt 81
2016;3;Sant Andreu;la Sagrera;average rent per surface (euro/m2);Okt 45
2016;3;Sant Andreu;el Congres i els Indians;average rent per surface (euro/m2);Nov 28
2016;3;Sant Andreu;Navas;average rent per surface (euro/m2);10. Mai
2016;3;Sant Marti;el Camp de l'Arpa del Clot;average rent per surface (euro/m2);Nov 86
2016;3;Sant Marti;el Clot;average rent per surface (euro/m2);Nov 69
2016;3;Sant Marti;el Parc i la Llacuna del Poblenou;average rent per surface (euro/m2);Dez 48
2016;3;Sant Marti;la Vila Olimpica del Poblenou;average rent per surface (euro/m2);15. Apr
2016;3;Sant Marti;el Poblenou;average rent per surface (euro/m2);13.13
2016;3;Sant Marti;Diagonal Mar i el Front Maritim del Poblenou;average rent per surface (euro/m2);14.27
2016;3;Sant Marti;el Besos i el Maresme;average rent per surface (euro/m2);Aug 71
2016;3;Sant Marti;Provencals del Poblenou;average rent per surface (euro/m2);Dez 69
2016;3;Sant Marti;Sant Marti de Provencals;average rent per surface (euro/m2);Sep 87
2016;3;Sant Marti;la Verneda i la Pau;average rent per surface (euro/m2);Aug 96
2016;4;Ciutat Vella;el Raval;average rent per surface (euro/m2);13.17
2016;4;Ciutat Vella;Gothic Quarter;average rent per surface (euro/m2);13.78
2016;4;Ciutat Vella;la Barceloneta;average rent per surface (euro/m2);18. Jun
2016;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;average rent per surface (euro/m2);14. Aug
2016;4;Eixample;Fort Pienc;average rent per surface (euro/m2);12. Apr
2016;4;Eixample;Sagrada Familia;average rent per surface (euro/m2);Dez 71
