register_id;name;created;modified;addresses_road_id;addresses_road_name;addresses_start_street_number;addresses_end_street_number;neighbourhood_code;neighbourhood_name;district_code;district_name;zip_code;addresses_town;addresses_main_address;addresses_type;values_id;values_attribute_id;values_category;values_attribute_name;values_value;values_outstanding;values_description;secondary_filters_id;secondary_filters_name;secondary_filters_fullpath;secondary_filters_tree;secondary_filters_asia_id;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿99400381358;Fira Espai d'Art  *Av Diagonal;26.03.15 13:51;26.10.21 12:58;144601;Avinguda Diagonal;593;595;19;les Corts;4;Les Corts;8014;Barcelona;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,27339E+13;4,58228E+14;4,13888E+15;2,13091E+15
﻿92086009467;Mercat Encants de Sant Antoni;28.12.84 00:00;01.12.22 13:59;349706;C Comte d'Urgell;1;;10;Sant Antoni;2;Eixample;8011;BARCELONA;WAHR;;161791;20001;Telèfons;Tel.;934132300;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30052E+15;4,58142E+15;4,13813E+15;2,16345E+16
﻿92086009467;Mercat Encants de Sant Antoni;28.12.84 00:00;01.12.22 13:59;349706;C Comte d'Urgell;1;;10;Sant Antoni;2;Eixample;8011;BARCELONA;WAHR;;161791;20001;Telèfons;Tel.;934132300;WAHR;;58731068;Mercats municipals;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals;651;6,5103E+13;4,30052E+15;4,58142E+15;4,13813E+15;2,16345E+16
﻿98096114839;Fira d'Artesans Nou Barris;06.04.98 00:00;17.09.22 05:39;351901;Pg Valldaura;186;;48;la Guineueta;8;Nou Barris;8042;BARCELONA;WAHR;;201230;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30681E+15;4,58779E+15;4,14387E+14;2,17025E+15
﻿266130012;Fira del Llibre i Filatèlia de Nou Barris;22.09.00 00:00;20.04.22 12:39;351901;Pg Valldaura;186;;48;la Guineueta;8;Nou Barris;8042;BARCELONA;WAHR;;130823;20001;Telèfons;Tel.;933533251;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30681E+15;4,58779E+15;4,14387E+14;2,17025E+15
﻿96058200711;Petit Mercat de la Zona Franca;27.02.96 00:00;20.04.22 13:05;1808;C Acer;16;;12;la Marina del Prat Vermell;3;Sants-Montjuïc;8038;BARCELONA;WAHR;;189741;20001;Telèfons;Tel.;932914256;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,2786E+15;4,57811E+16;4,13513E+14;2,13763E+13
﻿96058201233;Mercat de Numismàtica i Filatèlia *Plaça Reial;27.02.96 00:00;20.10.21 13:20;276001;Pl Reial;1;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31007E+16;4,58128E+15;4,13801E+15;2,17489E+15
﻿96092125659;Mercat Gòtic Antiguitats *Plaça Nova;01.04.96 00:00;11.07.22 14:17;230907;Plaça Nova;1;;2;el Barri Gòtic;1;Ciutat Vella;8002;Barcelona;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31049E+14;4,58169E+15;4,13838E+15;2,17535E+15
﻿96092131636;Fira del Col·lectiu d'Artesans d'Alimentació *Plaça del Pi;01.04.96 00:00;07.11.22 13:59;256106;Pl Pi;1;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;WAHR;;191669;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30899E+15;4,58153E+15;4,13823E+15;2,17358E+16
﻿95191112500;Mercat de Pins *Pg Lluís Companys;10.07.95 00:00;20.04.22 12:23;359109;Pg Lluís Companys;7;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;WAHR;;186930;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31527E+16;4,58239E+15;4,13901E+16;2,18099E+16
﻿92086009468;Mercat Encants Barcelona - Fira de Bellcaire;28.12.84 00:00;02.12.22 16:09;73900;Carrer de los Castillejos;158;;5;el Fort Pienc;2;Eixample;8013;Barcelona;WAHR;;161792;20001;Telèfons;Tel.;934132328;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,3193E+15;4,5836E+15;4,14011E+16;2,18567E+16
﻿92086009468;Mercat Encants Barcelona - Fira de Bellcaire;28.12.84 00:00;02.12.22 16:09;73900;Carrer de los Castillejos;158;;5;el Fort Pienc;2;Eixample;8013;Barcelona;WAHR;;161792;20001;Telèfons;Tel.;934132328;WAHR;;58731068;Mercats municipals;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals;651;6,5103E+13;4,3193E+15;4,5836E+15;4,14011E+16;2,18567E+16
﻿99400381335;Fira d'Artesans de la Terra *Plaça Concòrdia;26.03.15 12:26;26.10.21 13:01;86403;Plaça de la Concòrdia;1;;19;les Corts;4;Les Corts;8014;Barcelona;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,27436E+16;4,58207E+16;4,13869E+16;2,1321E+16
﻿99400381369;Fira de Menjar Artesanal  La Dama d'Or *Jardins de Can Bruixa;26.03.15 14:48;14.11.22 14:24;701589;Jardins de Can Bruixa;0;0;19;les Corts;4;Les Corts;8028;Barcelona;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;42730315;4581708595;4,13836E+15;2,13055E+16
﻿98160122258;Petit Mercat del Besòs;09.06.98 00:00;17.09.22 05:40;165601;C Jaume Huguet;38;;70;el Besòs i el Maresme;10;Sant Martí;8019;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,34411E+16;4,58559E+15;4,14192E+16;2,21513E+16
﻿99400213409;Fira d'Embotits Artesanals *Plaça de Sarrià;22.09.08 00:00;17.09.22 07:03;106103;Pl Sarrià;1;;23;Sarrià;5;Sarrià-Sant Gervasi;8017;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,26639E+16;4,58355E+15;4,14001E+16;2,12238E+15
﻿99400164981;Fira d'Artesans Moll de Dipòsit;14.07.06 11:50;08.11.22 13:33;248050;Pl Pau Vila;1;;3;la Barceloneta;1;Ciutat Vella;8039;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31814E+15;4,58138E+15;4,13811E+16;2,18454E+16
﻿96092130232;Mostra d'Art *Pl Sant Josep Oriol;01.04.96 00:00;20.04.22 12:17;305008;Plaça de Sant Josep Oriol;1;;2;el Barri Gòtic;1;Ciutat Vella;8002;Barcelona;WAHR;;191214;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30934E+15;4,58155E+15;4,13825E+15;2,17399E+16
﻿99400176968;Fira del Col·leccionisme de la Zona Nord;05.02.07 12:51;17.09.22 06:45;275600;Av Rasos de Peguera;27;;55;Ciutat Meridiana;8;Nou Barris;8033;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31434E+15;4,59032E+15;4,14615E+16;2,17898E+16
﻿99057091907;Fira d'Artesans Plaça de l'Oca;26.02.99 00:00;20.04.22 12:04;286300;C Rogent;28;;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;WAHR;;201786;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31896E+15;4,58447E+15;4,14089E+15;2,18516E+16
﻿92086011624;Mercat de les Flors *Les Rambles;22.03.85 00:00;15.06.22 10:03;34308;C la Rambla;116;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;WAHR;;163447;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30764E+16;4,5816E+13;4,1383E+15;2,17195E+16
﻿92086011624;Mercat de les Flors *Les Rambles;22.03.85 00:00;15.06.22 10:03;34308;C la Rambla;116;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;WAHR;;163447;100050;Telèfons;No tenen telèfon;-;WAHR;;58731068;Mercats municipals;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals;651;6,5103E+13;4,30764E+16;4,5816E+13;4,1383E+15;2,17195E+16
﻿97346121952;Fira d'Artesania Popular Catalana *Plaça Eivissa;12.12.97 00:00;20.04.22 11:56;159507;Pl Eivissa;1;;43;Horta;7;Horta-Guinardó;8032;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,29918E+15;4,58682E+15;4,14299E+16;2,16122E+15
﻿97353143150;Fira d'Artesania Rosa de Maig;19.12.97 00:00;20.04.22 11:56;85502;Pl Comerç;1;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;WAHR;;199830;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,32315E+16;4,58743E+14;4,14356E+16;2,18984E+16
﻿96093124226;Mostra de Pintors Afeccionats *Pl Sagrada Família;02.04.96 00:00;08.11.22 10:56;292201;Pl Sagrada Família;1;;6;la Sagrada Família;2;Eixample;8013;BARCELONA;WAHR;;191228;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30858E+15;4,58371E+15;4,1402E+15;2,17283E+16
﻿96353173651;Petit Mercat de Canyelles;18.12.96 00:00;20.04.22 13:06;18254;C Antonio Machado;1;;49;Canyelles;8;Nou Barris;8042;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30041E+15;4,58811E+15;4,14415E+15;2,16255E+15
﻿97094130710;Fira de Llibre Vell *Plaça de Sarrià;04.04.97 00:00;17.09.22 05:31;106103;Pl Sarrià;1;;23;Sarrià;5;Sarrià-Sant Gervasi;8017;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,26639E+16;4,58355E+15;4,14001E+16;2,12238E+15
﻿96058181708;Petit Mercat de Zona Nord;27.02.96 00:00;20.04.22 12:59;275600;Av Rasos de Peguera;172;;55;Ciutat Meridiana;8;Nou Barris;8033;BARCELONA;WAHR;;189739;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31021E+15;4,59023E+15;4,14607E+16;2,17404E+15
﻿96058182525;Petit Mercat de Trinitat Nova;27.02.96 00:00;20.04.22 12:23;96101;Chafarinas;21;;53;la Trinitat Nova;8;Nou Barris;8033;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31798E+15;4,58886E+14;4,14484E+15;2,18349E+16
﻿98187143140;Petit Mercat de Provençals;06.07.98 00:00;20.04.22 13:04;208205;C Menorca;19;;72;Sant Martí de Provençals;10;Sant Martí;8020;BARCELONA;WAHR;;200756;20001;Telèfons;Tel.;932916000;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,32853E+16;4,58563E+15;4,14195E+15;2,19649E+15
﻿97149092001;Fira Brocanters *Moll de les Drassanes;29.05.97 00:00;08.11.22 13:33;540267;Moll Drassanes;1;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8039;BARCELONA;WAHR;;196691;20001;Telèfons;Tel.;617077703;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,31271E+16;4,58067E+15;4,13747E+14;2,17812E+16
﻿97294135646;Mercat del Vell *Estació de Sants;21.10.97 00:00;20.04.22 12:22;700445;Pl Països Catalans;1;;18;Sants;3;Sants-Montjuïc;8014;BARCELONA;WAHR;;198727;20001;Telèfons;Tel.;934956401;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,28124E+16;4,58119E+15;4,1379E+14;2,14043E+15
﻿99400151679;Mercat de Pintors de Sant Andreu;16.01.06 14:20;20.04.22 13:11;85502;Pl Comerç;1;;60;Sant Andreu;9;Sant Andreu;8030;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,32315E+15;4,58743E+14;4,14356E+15;2,18984E+16
﻿99400201554;Fira de Productes Tradicionals Catalans *Plaça del Pi;05.03.08 11:05;20.10.21 13:50;256106;Pl Pi;1;;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;WAHR;;220036;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,30899E+15;4,58153E+15;4,13823E+15;2,17358E+16
﻿99400213411;Fira Petit Artesà *Plaça Bonanova;22.09.08 00:00;17.09.22 07:03;44800;Pl Bonanova;1;;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;WAHR;;;;;;;;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,27579E+14;4,5843E+15;4,1407E+15;2,13354E+16
﻿99400034560;Fira d'Artesans Plaça Sant Agustí Vell;25.02.03 11:30;20.04.22 12:04;296009;Pl Sant Agustí Vell;2;;4;Sant Pere, Santa Caterina i la Ribera;1;Ciutat Vella;8003;BARCELONA;WAHR;;206410;100050;Telèfons;No tenen telèfon;-;WAHR;;58731069;Mercats i fires al carrer;Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer;651;6,5103E+13;4,3148E+15;4,58212E+15;4,13877E+15;2,18046E+15
