id,name,created,modified,core_type,core_type_name,body,addresses_district_id,addresses_district_name,addresses_neighborhood_id,addresses_neighborhood_name,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_town,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_asia_id,geo_imi_x,geo_imi_y,values_value
﻿92086030398,Platja de Sant Sebastià,1989-06-30T00:00:00+02:00,2022-08-02T08:54:40.233931+02:00,place,Equipament,"<p>Consulteu <a href=""https://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges"" target=""_blank"">sobre el mapa </a> el nivell d'ocupació de cada platja.</p><p>A partir del 30 de juliol de 2022 queda prohibit fumar a les platges de Barcelona.</p><p>S'exceptua d'aquesta prohibició l'espai ocupat per les ""guinguetes-bar"" de temporada instal·lades a la sorra.</p>",01,Ciutat Vella,03,la Barceloneta,Passeig Marítim de la Barceloneta,2,,Barcelona,62089766,Espais naturals,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais naturals,0040103004029009,32331424.61950623,80764702.18772349,
﻿92086030398,Platja de Sant Sebastià,1989-06-30T00:00:00+02:00,2022-08-02T08:54:40.233931+02:00,place,Equipament,"<p>Consulteu <a href=""https://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges"" target=""_blank"">sobre el mapa </a> el nivell d'ocupació de cada platja.</p><p>A partir del 30 de juliol de 2022 queda prohibit fumar a les platges de Barcelona.</p><p>S'exceptua d'aquesta prohibició l'espai ocupat per les ""guinguetes-bar"" de temporada instal·lades a la sorra.</p>",01,Ciutat Vella,03,la Barceloneta,Passeig Marítim de la Barceloneta,2,,Barcelona,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,32331424.61950623,80764702.18772349,
﻿92086030399,Platja de la Nova Icària,1989-06-30T00:00:00+02:00,2022-08-02T08:52:16.248388+02:00,place,Equipament,"<p>Consulteu <a href=""https://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges"" target=""_blank"">sobre el mapa </a> el nivell d'ocupació de cada platja.</p><p>A partir del 30 de juliol de 2022 queda prohibit fumar a les platges de Barcelona.</p><p>S'exceptua d'aquesta prohibició l'espai ocupat per les ""guinguetes-bar"" de temporada instal·lades a la sorra.</p>",10,Sant Martí,67,la Vila Olímpica del Poblenou,Pg Marítim de Nova Icària,60,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,33453080.439914424,82648247.29477242,611 532 778
﻿92086030399,Platja de la Nova Icària,1989-06-30T00:00:00+02:00,2022-08-02T08:52:16.248388+02:00,place,Equipament,"<p>Consulteu <a href=""https://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges"" target=""_blank"">sobre el mapa </a> el nivell d'ocupació de cada platja.</p><p>A partir del 30 de juliol de 2022 queda prohibit fumar a les platges de Barcelona.</p><p>S'exceptua d'aquesta prohibició l'espai ocupat per les ""guinguetes-bar"" de temporada instal·lades a la sorra.</p>",10,Sant Martí,67,la Vila Olímpica del Poblenou,Pg Marítim de Nova Icària,60,,BARCELONA,62089766,Espais naturals,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais naturals,0040103004029009,33453080.439914424,82648247.29477242,611 532 778
﻿92086030399,Platja de la Nova Icària,1989-06-30T00:00:00+02:00,2022-08-02T08:52:16.248388+02:00,place,Equipament,"<p>Consulteu <a href=""https://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges"" target=""_blank"">sobre el mapa </a> el nivell d'ocupació de cada platja.</p><p>A partir del 30 de juliol de 2022 queda prohibit fumar a les platges de Barcelona.</p><p>S'exceptua d'aquesta prohibició l'espai ocupat per les ""guinguetes-bar"" de temporada instal·lades a la sorra.</p>",10,Sant Martí,67,la Vila Olímpica del Poblenou,Pg Marítim de Nova Icària,60,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,33453080.439914424,82648247.29477242,611 532 778
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,place,Equipament,"<p>Entitat Gestora: AiguaEsport i Salut, sl.</p>",03,Sants-Montjuïc,11,el Poble-sec,Av Estadi,30,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29071553.34637244,79976793.06720105,934234041
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,place,Equipament,"<p>Entitat Gestora: AiguaEsport i Salut, sl.</p>",03,Sants-Montjuïc,11,el Poble-sec,Av Estadi,30,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,29071553.34637244,79976793.06720105,934234041
﻿92168175397,Centre Esportiu Municipal Piscines Bernat Picornell,1992-02-21T00:00:00+01:00,2022-10-21T11:36:50.984239+02:00,place,Equipament,"<p>Entitat Gestora: AiguaEsport i Salut, sl.</p>",03,Sants-Montjuïc,11,el Poble-sec,Av Estadi,30,,BARCELONA,62089763,Per fer esports,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer esports,0040103004029006,29071553.34637244,79976793.06720105,934234041
﻿75990122832,Restaurant Casa Tejada,1996-09-18T00:00:00+02:00,2022-09-17T03:04:50.873023+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,C Tenor Viñas,3,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,28376706.85368427,83172773.71264994,937821236
﻿75990122832,Restaurant Casa Tejada,1996-09-18T00:00:00+02:00,2022-09-17T03:04:50.873023+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,C Tenor Viñas,3,,BARCELONA,62089770,Nivell 4,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 4,0040103004029013,28376706.85368427,83172773.71264994,937821236
﻿75990122832,Restaurant Casa Tejada,1996-09-18T00:00:00+02:00,2022-09-17T03:04:50.873023+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,C Tenor Viñas,3,,BARCELONA,62089760,Oci i lleure,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Oci i lleure,0040103004029003,28376706.85368427,83172773.71264994,937821236
﻿92086011004,"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",1985-02-19T00:00:00+01:00,2022-09-17T04:15:58.707610+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Pons i Gallarza,58,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,32127230.351881064,87633788.60308695,933453001
﻿92086011004,"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",1985-02-19T00:00:00+01:00,2022-09-17T04:15:58.707610+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Pons i Gallarza,58,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,32127230.351881064,87633788.60308695,933453001
﻿92086011004,"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",1985-02-19T00:00:00+01:00,2022-09-17T04:15:58.707610+02:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,C Pons i Gallarza,58,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,32127230.351881064,87633788.60308695,933453001
﻿94253132228,Museu,1994-09-10T00:00:00+02:00,2022-09-12T14:35:07.395158+02:00,place,Equipament,<p></p>,02,Eixample,07,la Dreta de l'Eixample,Carrer d'Aragó,255,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,30184304.834455483,82766605.40473369,934870315
﻿94253132228,Museu,1994-09-10T00:00:00+02:00,2022-09-12T14:35:07.395158+02:00,place,Equipament,<p></p>,02,Eixample,07,la Dreta de l'Eixample,Carrer d'Aragó,255,,Barcelona,62089759,Museus,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Museus,0040103004029002,30184304.834455483,82766605.40473369,934870315
﻿94253132228,Museu,1994-09-10T00:00:00+02:00,2022-09-12T14:35:07.395158+02:00,place,Equipament,<p></p>,02,Eixample,07,la Dreta de l'Eixample,Carrer d'Aragó,255,,Barcelona,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,30184304.834455483,82766605.40473369,934870315
﻿92086009459,Mercat de Sarrià,1984-12-28T00:00:00+01:00,2022-09-30T16:12:56.153217+02:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">L'obertura, el 1911, del passeig de la Reina Elisenda va permetre la construcció d'aquest mercat, segons projecte dels arquitectes M. Coquillat i A. Calvet. El 2007 s'hi va finalitzar un important pla de reformes.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aparcament gratuït amb tiquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Servei a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Wi-Fi</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Autoservei Super Estalvi</span></p>",05,Sarrià-Sant Gervasi,23,Sarrià,Pg Reina Elisenda Montcada,8,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,26594326.46257535,83721711.85706742,934132326
﻿92086009459,Mercat de Sarrià,1984-12-28T00:00:00+01:00,2022-09-30T16:12:56.153217+02:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">L'obertura, el 1911, del passeig de la Reina Elisenda va permetre la construcció d'aquest mercat, segons projecte dels arquitectes M. Coquillat i A. Calvet. El 2007 s'hi va finalitzar un important pla de reformes.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aparcament gratuït amb tiquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Servei a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Wi-Fi</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Autoservei Super Estalvi</span></p>",05,Sarrià-Sant Gervasi,23,Sarrià,Pg Reina Elisenda Montcada,8,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,26594326.46257535,83721711.85706742,934132326
﻿92086009459,Mercat de Sarrià,1984-12-28T00:00:00+01:00,2022-09-30T16:12:56.153217+02:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">L'obertura, el 1911, del passeig de la Reina Elisenda va permetre la construcció d'aquest mercat, segons projecte dels arquitectes M. Coquillat i A. Calvet. El 2007 s'hi va finalitzar un important pla de reformes.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aparcament gratuït amb tiquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Servei a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Wi-Fi</span></p><p><strong style=""color: rgb(102, 102, 102);"">Altres:</strong><span style=""color: rgb(102, 102, 102);"">&nbsp;Autoservei Super Estalvi</span></p>",05,Sarrià-Sant Gervasi,23,Sarrià,Pg Reina Elisenda Montcada,8,,BARCELONA,62089762,Per fer compres,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer compres,0040103004029005,26594326.46257535,83721711.85706742,934132326
﻿92086009463,Mercat de l'Abaceria Central,1984-12-28T00:00:00+01:00,2022-11-28T08:47:03.784249+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Construït el 1892, l'Abaceria Central és un dels mercats centenaris de la ciutat. Té els seus orígens en els llocs a l'aire lliure instal·lats a la plaça de la Revolució, i abans del nom actual també es va denominar de Santa Isabel i de la Revolució.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·Servei de venda online&nbsp;i a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·Aparcament gratuït amb tíquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·Sala Polivalent</span></p>",06,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Pg Sant Joan,181,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,30230504.82260564,84057762.39332743,934132313
﻿92086009463,Mercat de l'Abaceria Central,1984-12-28T00:00:00+01:00,2022-11-28T08:47:03.784249+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Construït el 1892, l'Abaceria Central és un dels mercats centenaris de la ciutat. Té els seus orígens en els llocs a l'aire lliure instal·lats a la plaça de la Revolució, i abans del nom actual també es va denominar de Santa Isabel i de la Revolució.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·Servei de venda online&nbsp;i a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·Aparcament gratuït amb tíquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·Sala Polivalent</span></p>",06,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Pg Sant Joan,181,,BARCELONA,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,30230504.82260564,84057762.39332743,934132313
﻿92086009463,Mercat de l'Abaceria Central,1984-12-28T00:00:00+01:00,2022-11-28T08:47:03.784249+01:00,place,Equipament,"<p><strong style=""color: rgb(102, 102, 102);"">Construït el 1892, l'Abaceria Central és un dels mercats centenaris de la ciutat. Té els seus orígens en els llocs a l'aire lliure instal·lats a la plaça de la Revolució, i abans del nom actual també es va denominar de Santa Isabel i de la Revolució.</strong></p><p><br></p><p><strong style=""color: rgb(102, 102, 102);"">Serveis addicionals</strong></p><p><span style=""color: rgb(102, 102, 102);"">·Web</span></p><p><span style=""color: rgb(102, 102, 102);"">·Servei de venda online&nbsp;i a domicili</span></p><p><span style=""color: rgb(102, 102, 102);"">·Aparcament gratuït amb tíquet de compra</span></p><p><span style=""color: rgb(102, 102, 102);"">·Sala Polivalent</span></p>",06,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Pg Sant Joan,181,,BARCELONA,62089762,Per fer compres,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Per fer compres,0040103004029005,30230504.82260564,84057762.39332743,934132313
﻿92168177170,Torre de Collserola,1992-04-03T00:00:00+02:00,2021-09-09T02:14:01.258299+02:00,place,Equipament,"<p>Inaugurada el 27 de juny de 1992 amb motiu dels XXV Jocs Olímpics de Barcelona- Situada al turó de la Vilana, a la serra de Collserola.- Accés per Ronda de Dalt, sortides 5 i 6- Gestió: Torre de Collserola S.A.</p>",05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Ctra Vallvidrera Tibidabo,8,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,25865472.829383567,85508683.74403474,934069354
﻿92168177170,Torre de Collserola,1992-04-03T00:00:00+02:00,2021-09-09T02:14:01.258299+02:00,place,Equipament,"<p>Inaugurada el 27 de juny de 1992 amb motiu dels XXV Jocs Olímpics de Barcelona- Situada al turó de la Vilana, a la serra de Collserola.- Accés per Ronda de Dalt, sortides 5 i 6- Gestió: Torre de Collserola S.A.</p>",05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Ctra Vallvidrera Tibidabo,8,,BARCELONA,62089757,Espais d'estudi i recerca,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais d'estudi i recerca,0040103004029000,25865472.829383567,85508683.74403474,934069354
﻿92168177170,Torre de Collserola,1992-04-03T00:00:00+02:00,2021-09-09T02:14:01.258299+02:00,place,Equipament,"<p>Inaugurada el 27 de juny de 1992 amb motiu dels XXV Jocs Olímpics de Barcelona- Situada al turó de la Vilana, a la serra de Collserola.- Accés per Ronda de Dalt, sortides 5 i 6- Gestió: Torre de Collserola S.A.</p>",05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Ctra Vallvidrera Tibidabo,8,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,25865472.829383567,85508683.74403474,934069354
﻿75990048521,Restaurant El Asador de Aranda *Av Tibidabo,1996-09-18T00:00:00+02:00,2022-09-17T02:47:17.625354+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Av Tibidabo,31,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27759448.967893083,85226273.95556122,934170115
﻿75990048521,Restaurant El Asador de Aranda *Av Tibidabo,1996-09-18T00:00:00+02:00,2022-09-17T02:47:17.625354+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Av Tibidabo,31,,BARCELONA,62089770,Nivell 4,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 4,0040103004029013,27759448.967893083,85226273.95556122,934170115
﻿75990048521,Restaurant El Asador de Aranda *Av Tibidabo,1996-09-18T00:00:00+02:00,2022-09-17T02:47:17.625354+02:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Av Tibidabo,31,,BARCELONA,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,27759448.967893083,85226273.95556122,934170115
﻿75990113089,Farmàcia Guinart Gómez de Arteche,1996-09-18T00:00:00+02:00,2022-11-09T08:48:08.651498+01:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,Carrer Gran de Sant Andreu,306,,Barcelona,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,32401827.343131706,87801639.24001157,933450307
﻿75990113089,Farmàcia Guinart Gómez de Arteche,1996-09-18T00:00:00+02:00,2022-11-09T08:48:08.651498+01:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,Carrer Gran de Sant Andreu,306,,Barcelona,62089769,Nivell 3,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 3,0040103004029012,32401827.343131706,87801639.24001157,933450307
﻿75990113089,Farmàcia Guinart Gómez de Arteche,1996-09-18T00:00:00+02:00,2022-11-09T08:48:08.651498+01:00,place,Equipament,,09,Sant Andreu,60,Sant Andreu,Carrer Gran de Sant Andreu,306,,Barcelona,62089761,Patrimoni cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Patrimoni cultural,0040103004029004,32401827.343131706,87801639.24001157,933450307
﻿97198134904,Plaça del Rei,1997-07-17T00:00:00+02:00,2022-09-17T05:32:55.037277+02:00,place,Equipament,,01,Ciutat Vella,02,el Barri Gòtic,Pl Rei,1,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,31308054.012583103,81916261.76189166,
﻿97198134904,Plaça del Rei,1997-07-17T00:00:00+02:00,2022-09-17T05:32:55.037277+02:00,place,Equipament,,01,Ciutat Vella,02,el Barri Gòtic,Pl Rei,1,,BARCELONA,62089758,Espais urbans,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais urbans,0040103004029001,31308054.012583103,81916261.76189166,
﻿97198134904,Plaça del Rei,1997-07-17T00:00:00+02:00,2022-09-17T05:32:55.037277+02:00,place,Equipament,,01,Ciutat Vella,02,el Barri Gòtic,Pl Rei,1,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,31308054.012583103,81916261.76189166,
﻿94165112247,Jardins de la Tamarita,1994-06-14T00:00:00+02:00,2022-11-23T12:39:23.013905+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Pg Sant Gervasi,47,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,27827671.670334123,84938312.27718946,010
﻿94165112247,Jardins de la Tamarita,1994-06-14T00:00:00+02:00,2022-11-23T12:39:23.013905+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Pg Sant Gervasi,47,,BARCELONA,62089766,Espais naturals,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Espais naturals,0040103004029009,27827671.670334123,84938312.27718946,010
﻿94165112247,Jardins de la Tamarita,1994-06-14T00:00:00+02:00,2022-11-23T12:39:23.013905+01:00,place,Equipament,,05,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Pg Sant Gervasi,47,,BARCELONA,62089768,Nivell 2,Equipaments >> Cultura i lleure >> Punts d'interès cultural >> Nivell 2,0040103004029011,27827671.670334123,84938312.27718946,010
﻿99329085040,Jardins del Teatre Grec,1999-11-25T00:00:00+01:00,2022-11-23T12:39:16.803099+01:00,place,Equipament,,03,Sants-Montjuïc,11,el Poble-sec,Pg Santa Madrona,38,,BARCELONA,29967624,Punts d'interès cultural,Equipaments >> Cultura i lleure >> Punts d'interès cultural,0040102004029,29730330.611687854,80393871.45691273,010
